gh_project_name,tr_build_id,build_successful,git_all_built_commits
CloudifySource/cloudify,7265996,TRUE,c4e9ca592b4db2a5f10ec31ea4866170931f3f72
CloudifySource/cloudify,8814250,TRUE,62659a96351e0c979c75e5b595d6397ba9b43b64
CloudifySource/cloudify,9238207,TRUE,f70159d48e2074e69d63de720bbe520e6c6fa7d9
CloudifySource/cloudify,12320806,FALSE,1feae6e8d9c469aa8aa1b88ed1b49c986b5af8a2
CloudifySource/cloudify,18754945,TRUE,4c9457f3fe831d26b41c6788ab371c9ea55ef777
CloudifySource/cloudify,4427761,TRUE,133c44036a86ef6b9ed5931a114df68d9043d7bf
CloudifySource/cloudify,4450721,TRUE,2bc9ca0fe34c7737e6869b3007c52839892aa211
CloudifySource/cloudify,11721267,TRUE,bb668c17a959247e16851b0b89b9ab157751116b
CloudifySource/cloudify,21374307,TRUE,fef1daac86251319322c779820910fdbf68e217c
CloudifySource/cloudify,15625768,TRUE,3f6cec956a8a5f3c9f8cd9f5b071c93f2671e77c
CloudifySource/cloudify,25600967,TRUE,88e50dbc12b7a84fea680741b9fe1f6eefd1e17f
CloudifySource/cloudify,5936260,TRUE,e35d7526d96a136d7a8a675dcbf107bf331f3712
CloudifySource/cloudify,1644238,TRUE,6248416d50dceae97eb6ac5d37727891511464d2
CloudifySource/cloudify,16680662,TRUE,b9c9c9ddfff9ae5135f6feb3c47686b7ec856504
CloudifySource/cloudify,3081294,TRUE,fed047627ca6c22e9c7d9b45bce61798dbd9651d
CloudifySource/cloudify,3485392,TRUE,4b5c0dc41951563fa1b59f067b82496f15604f73
CloudifySource/cloudify,4018961,TRUE,89fa81de5e3df810147095bdc57d99caab2f8b4e
CloudifySource/cloudify,8806249,TRUE,89ff7ae740eb3051388ca816fd205496cff86a9d
CloudifySource/cloudify,9201715,TRUE,690153ca1d293f68bf0bbf2f77210af5cea78424
CloudifySource/cloudify,1939732,FALSE,b2421c3df74f268bef9996d47c8c4c761e46db38
CloudifySource/cloudify,6799963,FALSE,f8ee1eeb1d904051e7aad7f6331f3c65ead70c71
CloudifySource/cloudify,6988177,FALSE,47f6c0d9cc7dcbcb233012b8ea327ade1787104a
CloudifySource/cloudify,9652211,FALSE,858f06c334f0cfe5a3b2ce7560d4cbc67b1cffe2
CloudifySource/cloudify,1531841,FALSE,33ebe080ddeba633e2596ac65b42649e853e847d#1ff81238c6a1fb6ccf8ecff90e271e420135b0e6
CloudifySource/cloudify,18754809,TRUE,b7786ff5cae73eb08952af5a18fcc2fe376b92ce
CloudifySource/cloudify,13095728,TRUE,e808f2c03ef4d2afdf3aaef323410d1d078d81a4
CloudifySource/cloudify,13675428,TRUE,069d094dea9e0edb47d729454fd0f56867fff76c
CloudifySource/cloudify,23833344,TRUE,2a1439cb658e9a0b2b146b58d05661ec58eabbce
CloudifySource/cloudify,15640293,TRUE,f47cd6ada6afec2a29f5c08d102332c18056a94b
CloudifySource/cloudify,15929839,TRUE,db1f0fed92df6b1bdfd0e5ff6ec71b3531ae9a7c
CloudifySource/cloudify,31889635,TRUE,2a47ccc9131ccf60f5e6c4c0f2221fb4563565da
CloudifySource/cloudify,16278085,TRUE,89ee6a2b6e6821431cca70080aff17b97fe0c695
CloudifySource/cloudify,1637050,TRUE,7e915ff2a3441b948f579d8ad4aaef55dce591c1
CloudifySource/cloudify,1698218,TRUE,4296ea29bf0776fade9c31a984b4d75510199812
CloudifySource/cloudify,1730870,TRUE,1c9d9fea8b89215c8a105b35ad47338b4dff7599
CloudifySource/cloudify,17263690,TRUE,e492c28a789da02e532a6f52211cb6cf05e03e47
CloudifySource/cloudify,6753357,FALSE,1bf3d927f7b57dfa5162ed9e7ce47a01d6d2677b
CloudifySource/cloudify,6758790,FALSE,3b60b19d7e88b28cb218e8bacb4928fa0f49696e
CloudifySource/cloudify,2986386,TRUE,da4cd40caff7f6ff57e522a972f497e585f8b392
CloudifySource/cloudify,7470042,TRUE,9b812b67652636067b9b2eb7e5846efe3ad70804
CloudifySource/cloudify,7599964,TRUE,4e4716c1937d40c11fe69f2802670a4fe94a616c#89a6dfa84e5fc2ded3799eae033d65535e6aca3a
CloudifySource/cloudify,8516039,TRUE,65aab1cd5d728c56e1cd54b9cd17f864f1f27ef7
CloudifySource/cloudify,10050833,TRUE,a611313c5f797560087993e257bb2a4b093f0327
CloudifySource/cloudify,3250838,FALSE,ec151c2eb3bccabf0511663d56369891117b04ce
CloudifySource/cloudify,3401699,FALSE,a1a3dafa1e0655bb8f8de412d33c8c8523cb114c
CloudifySource/cloudify,18751412,TRUE,539228b8f66798d3ae229b2aa61d8dd7c6f79b37
CloudifySource/cloudify,19026832,TRUE,17902c0736d2465efe58ad0cc203dead1e534e47
CloudifySource/cloudify,12269508,TRUE,340451d1ce2ddf9b9bdf02901ec867bf576096a4
CloudifySource/cloudify,23299485,TRUE,72c5c5e43232a8a7e72e34f5aa1c4c9df5d2680c
CloudifySource/cloudify,14423669,TRUE,2c6d8e7329ec869af47257209f80e6f065573881
CloudifySource/cloudify,1701604,TRUE,885e8b21ec5bfd262298e14f0b06d2d4dd5ea3cd
CloudifySource/cloudify,6124594,TRUE,061b424b83b1a36cfe79969d2703bd2bf68ee81f
CloudifySource/cloudify,2041039,FALSE,c54c16808eb4d2c4fbacc423a0047cbe6d2ce1db
CloudifySource/cloudify,6185229,TRUE,8ac67db0bf4d80aa36172128c1ad7aaab0d568ca
CloudifySource/cloudify,2925734,TRUE,2c4d1e6f9b57f15e85d10ee34992f5d950b05996#76dd89e89c649ff5c07d0730489511ae436b8a1e
CloudifySource/cloudify,3193051,TRUE,73e3d01886c422b1a8d1be4fe529443b050b2394
CloudifySource/cloudify,3438807,TRUE,05069294fb136a157b19556c16ad13097f13cdd9
CloudifySource/cloudify,3748256,TRUE,e29f3dd9a04b2b0a979e097b59172c176f7e2318
CloudifySource/cloudify,8550790,TRUE,de5435347540bbc3a9b71d0763ce9461de4e5f58
CloudifySource/cloudify,9584291,TRUE,066f8e9788399439fcc050ee5b1962df52b89240
CloudifySource/cloudify,6729245,FALSE,8b1da19287c7b9bb65d17363881fc9b544ab87f5#0512fc6df8b6c1b9e4f7b82a63a566eee4914200#4693dd568edc783cc31f5a884912e7ef3c63dcf6#59433db04932b162fc896794835892c6453cea5f#663bc341e60906abf4c168a624131422b24763fa#7beb9a6f53adf8ce9d5b51776fca9a43c295ae96#be8d2dfc00596aef503b266d419b3a7745511985#77edb06cfb7283335f0c24a84cf936217a276d22#69d3e50eba450a1e4c6e56061a6412f39f731ce7#c5eb0a9bc10b24a1122b2bda854060494679b177
CloudifySource/cloudify,6788323,FALSE,a3ad3fe805cc16643f5b81df3f48ccf377d66057
CloudifySource/cloudify,8618726,FALSE,d6c24939869b00010638f52990e6c96e089938d0#a396cdf9ba63bdf4e9124a0bfb85abf0e89fc5a7
CloudifySource/cloudify,9695795,FALSE,f81eeea9e21ec2618d395d6d5a9bc07fad7a28c6
CloudifySource/cloudify,9882194,FALSE,71f846e5232b588813e4de0878e99b03e085d369
CloudifySource/cloudify,1824771,FALSE,ee0887242d352e364047adbfd8ab6503c204c510
CloudifySource/cloudify,2162330,FALSE,84a9018d1d54631bb26a418107cf95302ce1dafa
CloudifySource/cloudify,26966757,TRUE,1e6a7dbb9618e1382a2da0094dc62203f3dfb80d
CloudifySource/cloudify,10762524,TRUE,f850a5e090de8595e11727319672da8264653dfa
CloudifySource/cloudify,20404066,TRUE,1c24d59653056fa8563e4ae6539e957b4473bc3a#b2ad8cd511328b3e2d7d736f295eb04c6689bbbb#4665eadbe19247eba261b623f11869013e2d8934
CloudifySource/cloudify,28675314,TRUE,db03dbc36b5cb3537b82381553deceee810521c6
CloudifySource/cloudify,12406158,TRUE,55d965d4c2b3140f0ed346c324dc8033623758e6
CloudifySource/cloudify,13163484,TRUE,ccf65b7c6b9b9e9d3d59551391bd5cba6cfe838d
CloudifySource/cloudify,5754112,TRUE,21d024914aa463c63e345dbcdb70df61df68e4ae
CloudifySource/cloudify,15172706,TRUE,aade0c52db1633434e0175a10f8835391788ad8e
CloudifySource/cloudify,1616276,TRUE,c4417511b97376c52c7f87b466a0ec02345297a1
CloudifySource/cloudify,1925193,TRUE,1bf3a7e034b8544e2112ab30eecf9e4b6b1f7c1e
CloudifySource/cloudify,2048974,TRUE,651c94b5292a8ed1bf060a9f1a4b44d61e1546e9#343e5e671175a8629ad283f61a3e1f3312cd8623
CloudifySource/cloudify,2971649,TRUE,078ee8a7ac9913ad4f39486bc4f99e1abc640f9d
CloudifySource/cloudify,3378610,TRUE,b645eb6009476fd802ba1c7a3d01881e6054fd1f
CloudifySource/cloudify,3414543,TRUE,e76818b710805a70d94db0e937f285c9e4ba5041
CloudifySource/cloudify,7589069,TRUE,d73511a2587ab6831e518de6ce8656ba6ef49f09
CloudifySource/cloudify,6717559,FALSE,0571ceb11161d0b6c4639aeb4d259133e8c0707f
CloudifySource/cloudify,11804175,TRUE,cbbf421bf38824b01ee5749b25bf036fb004b467
CloudifySource/cloudify,28739112,TRUE,9ffde998b4e850aebcf75f83421ed177c6edc1a9
CloudifySource/cloudify,13213897,TRUE,a08d1328a0bb930c148f872cfb8ece1f263e51bd
CloudifySource/cloudify,13471144,TRUE,5849bc7502a91491af796afb9a7a66211e5876e2#2d40813f7287e193b1dc2250507b0ac83b695640#281c777b32c36c1e04273499e018c6033800c024#02eba93d29aff3fc3e6f2f218f1620444cce6820#9c8cb919b25b23ffd4507ea479f0ea5e7a3ce9f8#ec8d342bf347555cc5bf5e9f5ad09acd0f47fae4#f48cdc9849fe3dbac57371734c8af190789bd706#9c39e2e2e87fe46d8490183c775050c570f24c39#3a5d9050663dde737141ce1173788133ed932022#f69df0e51195c6964412157d690104ad2212ffc6#ad1bc943eee5bbf4f372127e47d4b8f1516ee916#6c33b3a93b24748baca14ad729c996aa532ca588#0f5edca47e2ca844713783410731b36037387074#f5dcfcbdde63934e26c23bab4f2bd6370b35d080#86fc91de93ff6540ab72d65fa70cfc4603dfac9c
CloudifySource/cloudify,14197521,TRUE,5c2528c8523a6d705e854a1a14e25030d21292d0
CloudifySource/cloudify,14580823,TRUE,9d81e22427a20ca9de1465e5643e156960bd0160
CloudifySource/cloudify,23774881,TRUE,a59595cf42d8f0dcf1da9fe99a1c578de4453688
CloudifySource/cloudify,15511954,TRUE,3ae256a5eb32fc5a2b51983ed3573396edff9e0c
CloudifySource/cloudify,16563548,TRUE,6b1e7ae7d0f7f33430715b8b3d03c07a20ef56f3
CloudifySource/cloudify,2039744,FALSE,f299d76a79787c2a900529b4e7806ce530bd0d1a#d2ec0a881396e73d43162b2ca71f250cd6710e19
CloudifySource/cloudify,6210700,TRUE,fec3b7aca127d960957eb57eec96ea36e0f519fd
CloudifySource/cloudify,2563501,TRUE,1bfd044d665f581c0a1dc7aedb1fd0d79bc79f17
CloudifySource/cloudify,3108716,TRUE,89e2180fc3c02af0d5d7cc6b459a65d813d13714
CloudifySource/cloudify,3966109,TRUE,e2d6df75ce914aba6bdfc04f0c799d37ebfbe152
CloudifySource/cloudify,9432667,TRUE,42d49d2cfe7179dc7b85df139507d390208528c2
CloudifySource/cloudify,10105013,TRUE,b40000c6f44fb693b9d86c1e93c4f82755ead6cc
CloudifySource/cloudify,6754174,FALSE,ef101b4ec1c92352d408790c291b8f2d8c2e8944
